outlet,article_id,entity_type,sentence,phrase,cluster_id
cnn,cnn_17_may25,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas purchased guns and ammo last week",elementary school,0
cnn,cnn_17_may25,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas purchased guns and ammo last week",purchased guns,0
cnn,cnn_17_may25,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas purchased guns and ammo last week",purchased ammo,0
cnn,cnn_17_may25,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas purchased guns and ammo last week",last week,0
cnn,cnn_17_may25,victim,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas purchased guns and ammo last week",19 kids,0
cnn,cnn_17_may25,victim,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas purchased guns and ammo last week",two teachers,0
cnn,cnn_17_may25,victim,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas purchased guns and ammo last week",elementary school,0
cnn,cnn_17_may25,victim,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas purchased guns and ammo last week","Uvalde, Texas",0
cnn,cnn_17_may25,victim,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas purchased guns and ammo last week",purchased guns,0
cnn,cnn_17_may25,victim,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas purchased guns and ammo last week",purchased ammo,0
cnn,cnn_17_may25,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's actions leading up to The heinous attack offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's mindset and plan.",killed 19 kids,0
cnn,cnn_17_may25,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's actions leading up to The heinous attack offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's mindset and plan.",two teachers,0
cnn,cnn_17_may25,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's actions leading up to The heinous attack offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's mindset and plan.",elementary school,0
cnn,cnn_17_may25,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's actions leading up to The heinous attack offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's mindset and plan.",heinous attack,0
cnn,cnn_17_may25,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's actions leading up to The heinous attack offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's mindset and plan.",mindset,-1
cnn,cnn_17_may25,shooter,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's actions leading up to The heinous attack offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's mindset and plan.",plan,-1
cnn,cnn_17_may25,victim,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's actions leading up to The heinous attack offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's mindset and plan.",19 kids,0
cnn,cnn_17_may25,victim,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's actions leading up to The heinous attack offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's mindset and plan.",two teachers,0
cnn,cnn_17_may25,victim,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's actions leading up to The heinous attack offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's mindset and plan.",elementary school,0
cnn,cnn_17_may25,victim,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's actions leading up to The heinous attack offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's mindset and plan.",heinous attack,0
cnn,cnn_17_may25,victim,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's actions leading up to The heinous attack offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's mindset and plan.",mindset,-1
cnn,cnn_17_may25,victim,"The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's actions leading up to The heinous attack offer hints at The suspect who killed 19 kids and two teachers at an elementary school in Uvalde, Texas's mindset and plan.",plan,-1
cnn,cnn_11_may24_replacement,shooter,"Two days before the start of summer break, an 18-year-old man opened fire at an elementary school in Uvalde, Texas, on Tuesday, killing 14 students and one teacher, Gov. Greg Abbott said.",18-year-old man,0
cnn,cnn_11_may24_replacement,shooter,"Two days before the start of summer break, an 18-year-old man opened fire at an elementary school in Uvalde, Texas, on Tuesday, killing 14 students and one teacher, Gov. Greg Abbott said.",opened fire,0
cnn,cnn_11_may24_replacement,shooter,"Two days before the start of summer break, an 18-year-old man opened fire at an elementary school in Uvalde, Texas, on Tuesday, killing 14 students and one teacher, Gov. Greg Abbott said.",elementary school,0
cnn,cnn_11_may24_replacement,shooter,"Two days before the start of summer break, an 18-year-old man opened fire at an elementary school in Uvalde, Texas, on Tuesday, killing 14 students and one teacher, Gov. Greg Abbott said.",killing 14 students,0
cnn,cnn_11_may24_replacement,shooter,"Two days before the start of summer break, an 18-year-old man opened fire at an elementary school in Uvalde, Texas, on Tuesday, killing 14 students and one teacher, Gov. Greg Abbott said.",one teacher,0
cnn,cnn_11_may24_replacement,victim,"an 18-year-old man is believed to have shot an 18-year-old man's grandmother before going to an elementary school in Uvalde, Texas,, three law enforcement sources told CNN.",18-year-old man,0
cnn,cnn_11_may24_replacement,victim,"an 18-year-old man is believed to have shot an 18-year-old man's grandmother before going to an elementary school in Uvalde, Texas,, three law enforcement sources told CNN.",shot grandmother,0
cnn,cnn_11_may24_replacement,victim,"an 18-year-old man is believed to have shot an 18-year-old man's grandmother before going to an elementary school in Uvalde, Texas,, three law enforcement sources told CNN.",going to school,0
cnn,cnn_11_may24_replacement,victim,"an 18-year-old man is believed to have shot an 18-year-old man's grandmother before going to an elementary school in Uvalde, Texas,, three law enforcement sources told CNN.",elementary school,0
